,image_url,description_cleaned,category,BAG,DRESS,JEWELRY,LINGERIE,OTHERS,OUTERWEAR,PANT,SHOE,SKIRT,TOPS,max_prob,predicted_category
0,https://cdn.theyes.com/images/full/5a05c6a7540efe90c8c789f19d333f8d9a5095d7.jpg,"Nylon, brushed leather Two leather handles Detachable adjustable leather shoulder strap Triangle logo and leather screen-printed logo Two-way zipper closure on the top Nylon lining One zipper pocket inside",,0.19569688160034526,0.08427569551795923,0.0024470344634104795,0.005819488969058382,0.0061305383401757205,0.26598193685459437,0.2407736669779037,0.004755599925079609,0.020307997914339803,0.17381115943713335,0.26598193685459437,OUTERWEAR
1,https://cdn.theyes.com/images/full/1299011804454204c05297bddde6c88b20363e78.jpg,"Straight design, Fabric with cotton, Zip and hook fastening, Two side pockets, Two welt pockets on the back",,0.0013958264487142168,0.0015696308154664455,0.0003058778011041442,0.0009584751069148423,0.0009489123408147065,0.013795524699376055,0.9401388228011459,0.0008931068360407942,0.01869125777118867,0.02130256537923439,0.9401388228011459,PANT
2,https://cdn.theyes.com/images/full/fc9107bdf4b975e23d7bb0206e5d1db60bc1a7a8.jpg,"Fuzzy tinsel knit with a soft feel and look. Now in an updated, cropped silhouette.10LF8003[tab]Details+Fit[/tab]We recommend taking your regular size.Model is 5'11 wearing a size S.83% Polyamide, 17% Wool",,0.00038267028193380073,0.013382081242544372,0.0002958544054797428,0.00540184917577588,0.0027603118400854813,0.019731757483982638,0.800819747713675,0.0032135497838946853,0.022305268096963666,0.1317069099756648,0.800819747713675,PANT
3,https://cdn.theyes.com/images/full/a442495e66a1cdcfc27981726aa2653100bf5d93.jpg,"100% Leather, Decorative straps, Wide heel, 7 cm heel, Square toed",,0.001105206533094598,0.0012919107216641775,0.022461636374514014,0.008918900622337961,0.004684864134135776,0.0014662525898879845,0.008000343778482787,0.9478599122816672,0.0006781195671681569,0.003532853397047375,0.9478599122816672,SHOE
4,https://cdn.theyes.com/images/full/51bf13ea84fc683276d4292f60cd5cf1d0ab1f3b.jpg,"Tringular design, Elastic, Animal print, Bow fastening on the neck and back, Inner lining",,0.008237824704049938,0.0070335320659157255,0.002325077952424716,0.07178349430690752,0.0022158070610291593,0.0016970581504158978,0.003984137299707356,0.0016575507108639483,0.006074431075466416,0.8949910866732194,0.8949910866732194,TOPS
5,https://cdn.theyes.com/images/full/186ce9a5f0e56dc265823890b154a44f0bbb30d1.jpg,"100% Suede, Rounded toe, Side zip fastening, 5 cm heel",,0.0025968929477341363,0.00178930140223895,0.04386430283780157,0.017093566935061158,0.011493306707217892,0.05584408244826782,0.0718459978994901,0.7851583501363969,0.0012664359853205803,0.009047762700470854,0.7851583501363969,SHOE
6,https://cdn.theyes.com/images/full/4f8235e11020d0126929789aa9feaca9b2657ccf.jpg,Acetate frame front in Medium Tortoiseshell Frame compatible with graduated lenses 100% UVA / UVB protection Standard Fit Lens-nose-temple measurement : 56-22-130 mm Article comes with dedicated packaging,,0.002417823719297012,0.001033610938921968,0.0015428299013787261,0.002506806500463242,0.9613489501637081,0.01866262508159037,0.0015584593372887688,0.0026895678045704254,0.0011582476042705924,0.007081078948510613,0.9613489501637081,OTHERS
7,https://cdn.theyes.com/images/full/2826085a67b8328a8f4755932ad4c7f0f9aa2640.jpg,"Cable knit fabric, Long design, Straight design, Rounded neck, Sleeveless, Asymmetric button fastening at back, Loops, Removable belt",,0.004791333599863119,0.3459203318791921,0.0031290675027214232,0.03595566254376293,0.002966342578292698,0.026412131184292142,0.010784464512227898,0.004232999746083064,0.020973995018805914,0.5448336714347587,0.5448336714347587,TOPS
8,https://cdn.theyes.com/images/full/ee380de1d2fa558bf7d0d493b0dd844b27ae74a5.jpg,Leather Moto Jacket,,0.0019792712805868314,0.0018061396009462914,0.0004151927797038786,0.0006868680292056928,0.0010746140966807589,0.9690435273624337,0.002322619473234244,0.0005546421349745174,0.0020961920704608145,0.020020933171773263,0.9690435273624337,OUTERWEAR
9,https://cdn.theyes.com/images/full/5533feb0dab06bfeb08cf68dc682c5b3ac25c0c1.jpg,Metal Gold-tone or silver-tone finish,,0.15933683424939032,0.004710727502364921,0.2604064186591586,0.03330254049629073,0.03384347901691117,0.10701449154426736,0.10868579941768101,0.20398505085503893,0.00737486180416814,0.08133979645472886,0.2604064186591586,JEWELRY
10,https://cdn.theyes.com/images/full/7c373a1eecf66079daea175d4b4d577ffa13bc00.jpg,"Knitted fabric, Stripped fabric, Tricolor, Rounded neck, Long sleeve, Cable knit finish",,0.0011611563140339716,0.006861313680190099,0.0010502706489840235,0.0011427573647895142,0.0018892231770685122,0.13636459814636545,0.01625072007565568,0.0007546295360559128,0.024534377288101098,0.8099909537687559,0.8099909537687559,TOPS
11,https://cdn.theyes.com/images/full/94ca7ad9716cf6534c9f1a1fea03b6d2241a35ee.jpg,Belt loops Zipper fly with hook and loop fastener Zipper pockets on the sides and back Elasticized bands on the hem and rubber logo fastener 100% polyamide,,0.0036030964109463577,0.09873488917052005,0.0024785634319634438,0.029611240089918913,0.011066595998972677,0.2880467679275437,0.290000837993981,0.007342368169444996,0.03888817296344258,0.23022746784326625,0.290000837993981,PANT
12,https://cdn.theyes.com/images/full/66d9be00152cb2be23437bba5edd436b58435fb9.jpg,Sleeveless Button-down collar Breast pocket with triangle logo shadow Front button closure Denim Snow wash 100% cotton,,0.0018926271410157928,0.03736863464413009,0.00045301967925480673,0.0024325954875442472,0.0005237104838088923,0.025639844044485032,0.011116144236309673,0.00035893218214323687,0.0014090410164620426,0.9188054510848462,0.9188054510848462,TOPS
13,https://cdn.theyes.com/images/full/df831fdcca2503c6aa590bf10f44cdd3e2504ef0.jpg,"Skinny fit, Medium waist, Loops, Five pockets, Zip and one button fastening",,0.0002588226901117772,8.46926130898691e-05,0.00012035640554789463,0.0005844640301793172,0.000867872400952546,0.005297859516182133,0.9879723877630013,0.0006485360176042744,0.001688147650075984,0.0024768609132549456,0.9879723877630013,PANT
14,https://cdn.theyes.com/images/full/592f32db9b6e12d8a46346db0b0d9637e0f4da61.jpg,Metal letter,,0.01004078406287867,-0.0007246460788316356,0.9243078966242833,-0.062458408456375,0.011512107801650117,0.02235077902599885,0.013896911494285666,0.02601530189412248,0.016534083840220024,0.03852518979176763,0.9243078966242833,JEWELRY
15,https://cdn.theyes.com/images/full/cf273a64a1a8bab7e97575a4c59cd470db90a11e.jpg,Nappa leather Metal clasp 115 cm detachable metal shoulder strap with synthetic pearls Six card slots Inside compartment,,0.005493513357499151,0.3695252273010167,0.0029032294035242854,0.05750944634028304,0.004433181922946935,0.032038312363582774,0.0026620570140273277,0.0031749874471881626,0.28874356067283347,0.23351648417709825,0.3695252273010167,DRESS
16,https://cdn.theyes.com/images/full/2e7a4eebf66f66f3d35c27f805f69ef41671b2c1.jpg,"Braided design, Straps design, Rounded toe, 7 cm platform heel, Ankle bracelet, Buckle",,0.00241184968441365,0.0016969699569192452,0.12726982238751303,0.004380948922603394,0.0048955605406922065,0.0026923647982285046,0.0032182332646158445,0.8473026353827015,0.000639515254135685,0.00549209980817703,0.8473026353827015,SHOE
17,https://cdn.theyes.com/images/full/64116448bc0468a37c16ef225eb27450b7f82495.jpg,"Sometimes the most complex concepts appear the most simple: Take our Knit  Twist  Tank, which—despite delicate lines and easy layering—is anything but basic.  Super easy care, simply machine washOur Knit Twist Tank is ethically made in China by our advanced knit technicians using the world's most cutting-edge technology",,0.0006371501187036003,0.005573965528384755,0.0001644621158275337,0.4484939811704166,0.0008648812512111052,0.001459725657274154,0.35982280165033326,0.0037946760532379517,0.007948370597380681,0.17123998585723033,0.4484939811704166,LINGERIE
18,https://cdn.theyes.com/images/full/2c8579abfd400bec59cd633e06c2dcf80331645d.jpg,"Faux-saffiano leather, Leaf print, Inner lining, Upper zip fastening, Logo detail",,0.944021819534594,0.0006528874611934316,0.001659195368252044,0.0009098201244875663,0.02666295386111331,0.005526861874520333,0.0013495490544650425,0.002090311657230169,0.015034263459129477,0.002092337605014677,0.944021819534594,BAG
19,https://cdn.theyes.com/images/full/a526b5949fbce6c675e346266a04a97f1f0ee55a.jpg,"Cotton fabric, Long design, Straight design, Straight fit, Loops, Removable belt, Zip and one button fastening, Side pockets",,0.002490806688685586,0.09194618912963196,0.0019150639780201662,0.027593765705615753,0.002743593485304672,0.1275295537028814,0.10229600879284888,0.00958618863842783,0.033653335234375824,0.600245494644208,0.600245494644208,TOPS
