,BAG,DRESS,JEWELRY,JUMPSUIT,LINGERIE,OTHERS,OUTERWEAR,PANT,SHOE,SHORTS,SKIRT,TOPS,max_prob,predicted_category
0,0.14405671668646391,0.11250880402076291,0.003888401176482148,0.0008716671145521104,0.010335180741094518,0.008819380851491587,0.21302018267306266,0.2589771818038571,0.00819060664071003,0.010849979880731553,0.017569353425642475,0.2109126028517494,0.2589771818038571,PANT
1,0.0016496815987920854,0.0018678962105695973,0.00048182865475610015,0.0028998125344514847,0.0019335262240929296,0.0014043749779375503,0.01249098103835422,0.8771443673242629,0.0016288516941500575,0.058098139431876916,0.017549203796079382,0.022851355454349687,0.8771443673242629,PANT
2,0.0009929659722729411,0.02141640949412249,0.0012379665527078032,0.0012073287507519126,0.007645799923921004,0.0037621366336679785,0.03319250031199772,0.7455934821809933,0.005621797378353222,0.022723298588971375,0.03208432556129992,0.12452202154236147,0.7455934821809933,PANT
3,0.0010745684611492834,0.001920540009450633,0.03069084436947378,3.981477129855193e-05,0.015767862510983832,0.005221736616931594,0.0012919469414782725,0.010561276219959836,0.9258604633232608,0.0015856964701015386,0.0006333851333693019,0.0053517869451980005,0.9258604633232608,SHOE
4,0.0058403905865702654,0.005745560181821929,0.0018511045002469473,6.35008427707362e-06,0.06853477720869705,0.0019645527522698103,0.0012777033298334572,0.0031143298920142115,0.0011625777643757829,0.05425392324104905,0.00436718966193439,0.8518816288296875,0.8518816288296875,TOPS
5,0.0029741387756985205,0.002710469823796302,0.05536556300990014,0.0010194325586780906,0.026501537820877274,0.015385576567496173,0.0615756704537489,0.07309712160349591,0.7429898549744394,0.005162040193681605,0.0013455425014399225,0.01187317455696757,0.7429898549744394,SHOE
6,0.00939035474038974,0.003893769080605125,0.007705886058829492,4.803313277079724e-05,0.022168641509779263,0.85349555243738,0.05295306258085475,0.006476977307102061,0.007643515362360631,0.0014223533271433553,0.004486648778765812,0.03031521711454843,0.85349555243738,OTHERS
7,0.005829391922816285,0.36473220167681575,0.0036365174264574307,9.30733367567882e-05,0.050053992425091565,0.0034026309249384212,0.021939975546047208,0.01001171145526314,0.0057069899658017675,0.032228535437752726,0.0172519491170533,0.485113051989174,0.485113051989174,TOPS
8,0.0018566726248536725,0.003136649098905764,0.0012535807755966744,3.088900848524645e-05,0.0016606276153652288,0.002080917694911477,0.9483303424822225,0.0038498248675296054,0.0007322055129179716,0.0015453745859304036,0.003863029411604657,0.03165983683538798,0.9483303424822225,OUTERWEAR
9,0.13200232974486426,0.009885270439554006,0.10943382157711312,0.005023439880460501,0.05704220134066418,0.06063429394271225,0.15070550004020333,0.12039901822572574,0.22988013632129878,0.02730052566039376,0.007007812222582288,0.09068578045116737,0.22988013632129878,SHOE
10,0.0020485529378220235,0.010130245911568636,0.0017579890268279996,1.2279330803721678e-05,0.002564572662777209,0.002438819398321357,0.14006129336485174,0.018386616233328823,0.0015168935531164607,0.036864054651232436,0.02857116724771913,0.7556473987806385,0.7556473987806385,TOPS
11,0.003178650964400731,0.09941146551864222,0.0035742348086102993,0.043469298630952835,0.039288449013838544,0.017670037610514555,0.23419860418653116,0.24322970338107552,0.01152353222369129,0.010811152940732427,0.03227367775980383,0.261371314736607,0.261371314736607,TOPS
12,0.0027262974069799384,0.046553084954211954,0.0009595156924433468,3.74357623513788e-05,0.003735899618732219,0.00118206207480398,0.03354083154681575,0.01270587605779383,0.0009338310970292696,0.00300635971484553,0.002066604793071747,0.8925521787741673,0.8925521787741673,TOPS
13,0.0004733732446311478,0.0001261535572325556,0.0002946257882285863,0.000971250468865037,0.0009525933164695743,0.0018816908750522998,0.006673748885077657,0.9475218348425187,0.0018045935031523186,0.033942008775966315,0.0018924661453638691,0.0034656132907002757,0.9475218348425187,PANT
14,0.009584988856659038,0.006836751868831925,0.40854428720194846,0.004646989516913891,0.2195428335107863,0.03750050422968343,0.03753437480190769,0.08496781228313921,0.0471124274408794,0.03894931334070861,0.015839956897252705,0.0889398205181351,0.40854428720194846,JEWELRY
15,0.003054831046028994,0.34120420669205487,0.002608638465289914,2.0526047592284158e-05,0.11668642009681207,0.008067379746080405,0.029137332426216744,0.0036109103709804913,0.0035112559596655046,0.00792218479591611,0.21413212758488953,0.27004407242202433,0.34120420669205487,DRESS
16,0.002634635392269047,0.002302150576724671,0.1290062509069685,8.245416211138945e-06,0.007096888053638395,0.005046466181738651,0.0025278667725388004,0.0035853939789376454,0.8374008484415754,0.002642465199187427,0.0005321490352798719,0.007216741326146803,0.8374008484415754,SHOE
17,0.001033988158681609,0.007051340735415579,0.0002522590572482386,8.689942478667945e-05,0.5194722747837659,0.0013530408032238483,0.0018155089952642811,0.3114495010026985,0.006873109869133032,0.017038717259538316,0.00936233171250933,0.1242110441562545,0.5194722747837659,LINGERIE
18,0.9124426344051244,0.0012550913297673105,0.0025091643728956115,1.333971886197105e-05,0.0021440546443045605,0.04720622780587291,0.006000146177029819,0.001796656088117743,0.003617006160766323,0.0019269664990133606,0.018069255078444257,0.0030193861462066707,0.9124426344051244,BAG
19,0.0034580714418552816,0.09512449632165954,0.0028295859701756854,0.00019951457215938717,0.042767184611875564,0.00368456313299248,0.09980883825119236,0.09040094323790981,0.01512793049175798,0.06593675509247987,0.030341141973622143,0.5503209786193111,0.5503209786193111,TOPS
20,0.8489840942365845,0.040095134609146044,0.0021065153423478478,1.524788331153104e-05,0.018261300398989988,0.0033018714934769378,0.012220309289205034,0.0016739615596179647,0.0018833811623153451,0.0007903465921117458,0.0523460358963348,0.018321748149674022,0.8489840942365845,BAG
21,0.0006303156475269134,0.0006843469472528341,0.0006380847291893588,1.2697119018412195e-05,0.0010906277400408726,0.0010884011599046062,0.49262086958333384,0.010522861896561153,0.0008537773622379063,0.004578923099415988,0.00017297125464210694,0.4871061561607348,0.49262086958333384,OUTERWEAR
22,0.026102116453330382,0.047543022243189625,0.002057522130826328,5.006073843105696e-05,0.006499194667412667,0.005362229473576008,0.05496845095149183,0.025144991018692053,0.001557577648327424,0.010044033424492227,0.41989268944598734,0.4007781506397805,0.41989268944598734,SKIRT
23,0.0008090045909057153,0.9367701262235641,0.0009224486792334119,5.1475115469656885e-05,0.010192821451710188,0.0005618494716372879,0.005150799720468058,0.0008011023771814507,0.0012537021711835905,0.00014944437862141058,0.004239972195136943,0.03909727585187284,0.9367701262235641,DRESS
24,0.655980089833065,0.0005943950091022998,0.0013815381134918425,6.381678304023808e-06,0.001413751624568249,0.33122943532180216,0.0009963855386558862,0.0010363238820900733,0.0027284646848784178,0.0005464681325975107,0.003233440896110551,0.0008532670874501491,0.655980089833065,BAG
25,0.005735643352181796,0.006888296251418069,0.1555190282415424,5.295165692587034e-07,0.009316220863183844,0.0048188233308792405,0.003987145332892794,0.0030527238395734457,0.8064846732895603,0.0005702109860123983,0.0015902611630735919,0.0020364458411901154,0.8064846732895603,SHOE
